SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA CPM,MCL1.LB CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.LE CPM,MCL1.LF CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM
Fbn2,0,-1.05490980161737,0.0129804768592046,2.3118226333007,0.00104688197782761,215,233,33,23,4,1,1584,1849,454,359,168,163,10.543,10.733,1.484,1.046,0.162,0.041,68.195,84.903,18.838,15.839,7.803,8.144
Rflna,0,-1.21450983334164,0.0129804768592046,0.559970431497579,0.00104640566818599,26,16,9,10,4,2,113,109,186,242,76,78,1.275,0.737,0.405,0.455,0.162,0.081,4.865,5.005,7.718,10.677,3.530,3.897
Gtsf1l,0,3.12532022151634,0.0129860752957598,-4.34140100893153,0.00104828909080161,0,0,0,0,1,1,1,0,0,1,5,7,0.000,0.000,0.000,0.000,0.040,0.041,0.043,0.000,0.000,0.044,0.232,0.350
Prkcg,0,1.3185971173842,0.013020420219206,2.4753640868506,0.00105525471872648,60,107,20,30,3,6,434,549,506,738,1461,1138,2.942,4.929,0.899,1.364,0.121,0.243,18.685,25.209,20.995,32.561,67.861,56.856
Dnase1l2,0,1.44975194213417,0.0131275027135093,0.0184228655327975,0.00106678335123283,31,32,10,8,4,3,77,69,30,21,46,77,1.520,1.474,0.450,0.364,0.162,0.122,3.315,3.168,1.245,0.927,2.137,3.847
Mbp,0,-1.39105733022562,0.0131275027135093,4.44239416275587,0.00106724848159893,1870,1746,1000,1089,439,403,386,458,329,372,139,91,91.702,80.431,44.961,49.526,17.756,16.344,16.618,21.031,13.651,16.413,6.456,4.547
Timm8a1,0,-1.51787322133716,0.0131275027135093,3.1084013017974,0.00106676506386688,303,255,339,237,87,98,267,285,349,244,115,65,14.859,11.747,15.242,10.778,3.519,3.974,11.495,13.087,14.481,10.765,5.342,3.248
Dhrs9,0,1.72824026438996,0.0131533053315154,2.11792041429857,0.00107146760381085,34,50,17,27,12,11,118,239,307,528,1300,972,1.667,2.303,0.764,1.228,0.485,0.446,5.080,10.974,12.738,23.295,60.383,48.563
Nyap1,0,1.24648415108187,0.0132297530225625,0.888689703169483,0.00108000961023525,49,38,5,8,15,16,113,59,77,82,160,161,2.403,1.750,0.225,0.364,0.607,0.649,4.865,2.709,3.195,3.618,7.432,8.044
Pthlh,0,1.39178252951852,0.0132297530225625,2.71486909552121,0.00108256266684496,8,16,9,7,358,527,957,643,376,349,678,969,0.392,0.737,0.405,0.318,14.480,21.373,41.201,29.525,15.601,15.398,31.492,48.413
Dst,0,1.45077165164621,0.0133521932349606,9.15906429990417,0.00109651184003944,7210,6921,4323,5308,3578,3500,31072,36904,16894,27489,56478,44370,353.568,318.820,194.365,241.402,144.719,141.946,1337.717,1694.563,700.974,1212.819,2623.305,2216.795
Thap6,0,1.03571129554268,0.0133595004332048,1.60244116849219,0.00110097502105919,146,130,75,54,55,68,58,61,49,34,72,72,7.160,5.989,3.372,2.456,2.225,2.758,2.497,2.801,2.033,1.500,3.344,3.597
Gm10687,0,1.50969391443217,0.0134117462465888,-0.461371684438226,0.00110929782414112,7,8,2,2,4,1,33,47,50,73,168,126,0.343,0.369,0.090,0.091,0.162,0.041,1.421,2.158,2.075,3.221,7.803,6.295
Ttk,0,-1.64568499561383,0.0134620295936238,1.72009906169272,0.00111444742579394,76,88,65,34,98,63,130,144,114,121,31,32,3.727,4.054,2.922,1.546,3.964,2.555,5.597,6.612,4.730,5.339,1.440,1.599
Atp1a4,0,-1.31284957429505,0.0134708324380733,-4.16886856494058,0.00111616743259653,0,0,0,0,0,0,4,4,3,5,1,1,0.000,0.000,0.000,0.000,0.000,0.000,0.172,0.184,0.124,0.221,0.046,0.050
Stk38l,0,1.04821998732388,0.0135106384317383,3.79854804550939,0.00112095697647337,504,452,323,329,145,231,395,318,243,208,369,427,24.715,20.822,14.522,14.963,5.865,9.368,17.006,14.602,10.083,9.177,17.139,21.334
Hook1,0,-1.20846864889904,0.0135708102921348,5.1169383777667,0.00112844590530279,1285,1412,1987,1610,1949,1928,933,823,499,288,156,126,63.015,65.045,89.337,73.221,78.831,78.192,40.168,37.791,20.705,12.707,7.246,6.295
Actbl2,0,1.17577189455069,0.0135753866645033,-4.00010896144337,0.00112982540325643,0,0,0,0,0,0,0,0,9,6,12,18,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.373,0.265,0.557,0.899
Efcab11,0,-2.62080173689891,0.0136309277507621,-1.34369327223553,0.00113817835736832,18,20,7,15,15,10,8,13,9,12,1,1,0.883,0.921,0.315,0.682,0.607,0.406,0.344,0.597,0.373,0.529,0.046,0.050
Zbtb46,0,-1.30152893139621,0.0136309277507621,1.74600169396409,0.00113946310937604,201,176,109,83,10,19,129,109,144,116,56,35,9.857,8.108,4.901,3.775,0.404,0.771,5.554,5.005,5.975,5.118,2.601,1.749
Faah,0,-2.00739745604884,0.0136309277507621,0.985852579940096,0.00113917186232522,396,372,90,80,150,141,22,20,27,12,4,3,19.419,17.136,4.046,3.638,6.067,5.718,0.947,0.918,1.120,0.529,0.186,0.150
Ildr2,0,-1.98478949268787,0.0136320943832685,0.358329477279798,0.00114056376715673,24,38,22,17,1,1,418,265,106,79,22,17,1.177,1.750,0.989,0.773,0.040,0.041,17.996,12.168,4.398,3.485,1.022,0.849
Ppifos,0,-1.05268095925806,0.0136320943832685,2.34494451169278,0.0011404098524229,141,163,105,102,32,53,225,162,213,194,73,95,6.914,7.509,4.721,4.639,1.294,2.149,9.687,7.439,8.838,8.559,3.391,4.746
Gipc2,0,-1.66924549428039,0.0136429572279713,1.13464993736308,0.00114197460148036,1482,1811,15,11,29,21,84,85,40,27,8,9,72.675,83.425,0.674,0.500,1.173,0.852,3.616,3.903,1.660,1.191,0.372,0.450
Hcar2,0,-1.49600040315503,0.0136876170302415,4.01054642369961,0.00114825081433411,877,749,132,117,89,78,330,493,1204,1769,417,462,43.007,34.503,5.935,5.321,3.600,3.163,14.207,22.638,49.957,78.049,19.369,23.082
Gjb2,0,-3.2951345089254,0.0137833179660683,4.12005736935402,0.00115828758359395,957,893,8511,6707,2104,2118,38,50,380,158,16,28,46.930,41.137,382.661,305.027,85.100,85.898,1.636,2.296,15.767,6.971,0.743,1.399
Medag,0,-1.84195159572802,0.0137979471065584,3.11737443917348,0.00116053228910529,30,46,13,13,11,13,2617,4928,3145,3157,965,577,1.471,2.119,0.584,0.591,0.445,0.527,112.667,226.285,130.494,139.287,44.823,28.828
Slc29a4,0,-1.38277365469637,0.0138013930978524,1.2370095458136,0.00116132992438237,60,69,225,232,85,78,60,49,38,25,8,12,2.942,3.179,10.116,10.551,3.438,3.163,2.583,2.250,1.577,1.103,0.372,0.600
Atp6v1c2,0,-2.09887602014824,0.0138557922747725,4.24645055540892,0.00117044398945759,630,920,3607,4212,368,354,200,218,477,272,67,77,30.894,42.380,162.174,191.557,14.884,14.357,8.610,10.010,19.792,12.001,3.112,3.847
Racgap1,0,-2.55941525115574,0.0138773846541181,3.81032837733371,0.00117370380187119,633,816,468,241,516,338,362,449,465,347,64,52,31.041,37.590,21.042,10.960,20.871,13.708,15.585,20.617,19.294,15.310,2.973,2.598
Insig1,0,1.24018900065246,0.0139352302000597,5.36505205580684,0.00118108254021664,541,451,761,437,5858,6776,668,527,651,437,1173,989,26.530,20.776,34.215,19.874,236.937,274.807,28.759,24.199,27.012,19.281,54.484,49.412
Ncapg2,0,-1.11950530513321,0.0139485068620322,4.50678212410056,0.00118406382418161,727,732,609,370,684,579,759,740,569,473,230,179,35.651,33.720,27.381,16.827,27.666,23.482,32.677,33.979,23.609,20.869,10.683,8.943
B4galnt1,0,-1.2016743686215,0.0139892012707571,4.74339115760222,0.00119183025093417,3206,3007,2892,2629,552,527,466,343,276,243,76,121,157.218,138.519,130.027,119.564,22.327,21.373,20.062,15.750,11.452,10.721,3.530,6.045
C130083M11Rik,0,1.08036075366144,0.0139892012707571,-0.0000305730089749826,0.00119089336883098,8,10,16,10,13,19,57,39,29,24,47,49,0.392,0.461,0.719,0.455,0.526,0.771,2.454,1.791,1.203,1.059,2.183,2.448
Vsnl1,0,1.59487387934343,0.0140653265689723,0.270030831220086,0.00120216908715268,1,4,1,0,0,1,676,455,278,503,1037,872,0.049,0.184,0.045,0.000,0.000,0.041,29.103,20.893,11.535,22.192,48.167,43.566
Nkain1,0,-1.7646058893182,0.0140653265689723,1.50140659696081,0.00120209880545319,144,186,133,82,3,10,177,172,138,101,33,26,7.062,8.568,5.980,3.729,0.121,0.406,7.620,7.898,5.726,4.456,1.533,1.299
Scx,0,1.19347176352104,0.0141372503354278,2.76478190910833,0.001210917207435,76,61,45,59,25,11,914,530,382,390,753,748,3.727,2.810,2.023,2.683,1.011,0.446,39.350,24.337,15.850,17.207,34.976,37.371
Adamts18,0,-1.86011237423518,0.0141408869710935,2.38460213804014,0.00121330985012657,10,18,25,9,0,1,6301,5133,4827,2091,629,890,0.490,0.829,1.124,0.409,0.000,0.041,271.272,235.698,200.284,92.255,29.216,44.466
D730003I15Rik,0,1.09579265412872,0.0141723626565018,0.427914963775311,0.00121705340300509,54,70,39,38,11,16,25,22,27,18,37,45,2.648,3.225,1.753,1.728,0.445,0.649,1.076,1.010,1.120,0.794,1.719,2.248
Ttyh2,0,1.40455343938113,0.0142084400770292,2.25508142598537,0.00122067432870463,22,31,73,45,73,105,538,346,118,94,222,257,1.079,1.428,3.282,2.047,2.953,4.258,23.162,15.888,4.896,4.147,10.312,12.840
Nufip1,0,-1.12372459787226,0.0142683784782168,3.96873824908062,0.00122897361998254,586,540,530,467,203,184,618,675,465,287,152,135,28.737,24.875,23.829,21.239,8.211,7.462,26.606,30.995,19.294,12.662,7.060,6.745
Ccdc112,0,1.00211245825323,0.0143075738235713,2.0551390515404,0.00123550814098833,160,163,51,78,20,24,228,174,99,82,165,144,7.846,7.509,2.293,3.547,0.809,0.973,9.816,7.990,4.108,3.618,7.664,7.194
Stox1,0,-1.16141273761963,0.0143357397817301,-0.577901968383613,0.0012384678246993,4,3,2,0,0,0,75,68,382,490,163,164,0.196,0.138,0.090,0.000,0.000,0.000,3.229,3.122,15.850,21.619,7.571,8.194
Zfp292,0,1.01880554900509,0.0143570954346884,4.93192105698604,0.00124116091466857,959,808,972,811,774,772,971,657,385,314,556,651,47.028,37.221,43.702,36.883,31.306,31.309,41.804,30.168,15.975,13.854,25.825,32.525
Vasn,0,-1.00958165289523,0.0143848499327865,7.04350138977939,0.00124747383242864,5560,5668,2908,3051,696,546,3856,4310,6150,6044,3228,2054,272.654,261.100,130.746,138.756,28.151,22.144,166.009,197.907,255.179,266.662,149.935,102.621
Rfx4,0,-2.51646840251771,0.0144125301249318,-4.89384739393817,0.00125146514201549,0,0,0,0,0,0,0,1,4,2,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.166,0.088,0.000,0.000
Artn,0,1.23948241709516,0.01441674866909,-0.293827446374531,0.0012527329240703,2,6,7,3,2,1,147,113,54,65,116,122,0.098,0.276,0.315,0.136,0.081,0.041,6.329,5.189,2.241,2.868,5.388,6.095
Snord38a,0,-2.27928529194759,0.0144418531937765,-2.28959590187039,0.00125694217403806,8,6,4,6,0,1,8,6,17,11,2,2,0.392,0.276,0.180,0.273,0.000,0.041,0.344,0.276,0.705,0.485,0.093,0.100
Nup210l,0,-1.26385051487509,0.0144449461814658,1.3665387404162,0.00125853168099309,52,64,29,39,10,7,99,97,243,247,121,61,2.550,2.948,1.304,1.774,0.404,0.284,4.262,4.454,10.083,10.898,5.620,3.048
Slain1,0,-3.00854793552457,0.0145373820125018,1.01408301939982,0.00127460838646719,369,389,282,216,108,63,26,35,16,20,1,2,18.095,17.920,12.679,9.823,4.368,2.555,1.119,1.607,0.664,0.882,0.046,0.100
Unc5cl,0,1.12559906868759,0.0146145156943656,2.35802707758993,0.00128674844757412,346,387,192,158,121,96,32,50,60,72,117,127,16.967,17.827,8.632,7.186,4.894,3.893,1.378,2.296,2.490,3.177,5.434,6.345
Ppp1r3c,0,2.89461347319657,0.0146145156943656,-0.9865110299823,0.00128593884650677,8,10,1,2,1,3,52,25,8,25,75,111,0.392,0.461,0.045,0.091,0.040,0.122,2.239,1.148,0.332,1.103,3.484,5.546
Pcsk6,0,-1.73942307542174,0.0146145156943656,4.3409905596999,0.00128662856124797,358,368,1083,1202,202,186,1304,1245,828,396,143,151,17.556,16.952,48.693,54.666,8.170,7.543,56.140,57.168,34.356,17.472,6.642,7.544
Dmc1,0,3.0762138691931,0.0146180238909677,-2.66478682279905,0.00128800481035123,5,3,0,1,0,0,6,5,2,9,31,38,0.245,0.138,0.000,0.045,0.000,0.000,0.258,0.230,0.083,0.397,1.440,1.899
Gm20555,0,-2.97889217915345,0.0146274734213155,-3.7919050686025,0.00129004208362682,0,0,1,3,1,1,1,1,11,5,1,0,0.000,0.000,0.045,0.136,0.040,0.041,0.043,0.046,0.456,0.221,0.046,0.000
AI506816,0,-1.2877498760611,0.0146388293086331,4.64896395372601,0.0012926594186953,900,924,789,493,218,294,868,687,1096,731,365,267,44.135,42.565,35.474,22.421,8.817,11.923,37.369,31.546,45.476,32.252,16.954,13.340
Myrfl,0,-3.01718732211064,0.0148634853737594,-2.41896378548168,0.00131687231980619,7,14,14,11,5,7,4,1,3,6,0,0,0.343,0.645,0.629,0.500,0.202,0.284,0.172,0.046,0.124,0.265,0.000,0.000
Dact2,0,-1.26047868677449,0.0149337546906695,3.84218997087425,0.00132419694633774,351,496,760,543,170,130,346,308,600,388,176,168,17.213,22.849,34.170,24.695,6.876,5.272,14.896,14.143,24.895,17.119,8.175,8.394
Plk1,0,-1.99943408312328,0.014947680289411,1.43523977686149,0.00132748606590768,92,82,62,33,122,86,111,89,93,59,16,15,4.512,3.777,2.788,1.501,4.935,3.488,4.779,4.087,3.859,2.603,0.743,0.749
Pdgfb,0,-1.21775453539724,0.015015944914514,6.27537963226524,0.00133645721874276,2767,2621,2254,2637,282,177,5000,3100,3740,3417,1507,1134,135.690,120.738,101.342,119.928,11.406,7.178,215.261,142.346,155.182,150.759,69.998,56.656
NA,0,-1.00213372096571,0.0150204410359004,1.95707325805927,0.00133741003373483,125,119,116,101,33,33,102,132,164,117,56,62,6.130,5.482,5.215,4.593,1.335,1.338,4.391,6.061,6.805,5.162,2.601,3.098
Olfr1033,0,-2.6769103303092,0.0150425234518135,-2.7753916690549,0.00134103662105832,1,2,2,2,0,0,11,14,27,10,3,1,0.049,0.092,0.090,0.091,0.000,0.000,0.474,0.643,1.120,0.441,0.139,0.050
Mki67,0,-1.20859332898388,0.0150871164694762,5.94614197905572,0.00134772575154965,1752,1972,1786,1127,4688,4196,1374,1291,1268,945,502,323,85.916,90.841,80.300,51.255,189.615,170.173,59.154,59.280,52.612,41.694,23.317,16.138
Npy,0,-1.31935971455751,0.0151888533596466,-0.978263714546063,0.00135967034195593,29,36,0,0,0,0,382,433,46,40,17,12,1.422,1.658,0.000,0.000,0.000,0.000,16.446,19.883,1.909,1.765,0.790,0.600
Gfra2,0,1.87175598882036,0.0152353174344937,2.4259320653277,0.00136439025113351,124,67,5,11,2,5,4659,2294,325,337,1012,1048,6.081,3.086,0.225,0.500,0.081,0.203,200.580,105.336,13.485,14.868,47.006,52.360
Ska1,0,-2.81682611767455,0.0152430435444691,0.995754940223676,0.00136867306098874,99,104,95,54,101,85,79,67,54,23,3,5,4.855,4.791,4.271,2.456,4.085,3.447,3.401,3.077,2.241,1.015,0.139,0.250
Serpine1,0,-2.67645307801142,0.0153558427569458,7.18472365631794,0.00138478864554524,2405,2189,2094,5828,827,583,7213,12313,13247,12846,2206,1364,117.938,100.838,94.148,265.051,33.450,23.644,310.535,565.390,549.651,566.768,102.465,68.148
Ncaph,0,-1.89428963680965,0.0153935741563305,3.30672554083474,0.00138875763756291,355,418,479,275,367,290,272,254,245,172,44,50,17.409,19.255,21.536,12.507,14.844,11.761,11.710,11.663,10.166,7.589,2.044,2.498
Slc9a3,0,-2.32999531195442,0.0155099721871445,-4.42595490692857,0.00140382396631133,0,0,0,0,0,1,4,3,2,3,0,0,0.000,0.000,0.000,0.000,0.000,0.041,0.172,0.138,0.083,0.132,0.000,0.000
Bcl2a1b,0,-2.06481341881678,0.0155321688100113,-0.698737067656537,0.0014075474365892,64,57,32,33,17,15,8,7,9,13,1,3,3.138,2.626,1.439,1.501,0.688,0.608,0.344,0.321,0.373,0.574,0.046,0.150
Adam28,0,-1.97098832228357,0.015539192197141,-1.48168484985596,0.00140916893126882,3,5,5,7,3,2,6,14,47,31,9,7,0.147,0.230,0.225,0.318,0.121,0.081,0.258,0.643,1.950,1.368,0.418,0.350
Rgs9,0,-1.69806605695379,0.0155401290464573,1.49213913566963,0.00141055588349866,251,326,133,119,17,14,87,47,83,76,26,16,12.309,15.017,5.980,5.412,0.688,0.568,3.746,2.158,3.444,3.353,1.208,0.799
A930033H14Rik,0,1.70514161553169,0.0155416118008988,-0.939111606534059,0.00141126229532427,4,11,5,7,6,6,17,9,13,17,45,39,0.196,0.507,0.225,0.318,0.243,0.243,0.732,0.413,0.539,0.750,2.090,1.949
Brip1,0,-1.7904807668114,0.0155878455256747,2.05181336870622,0.00142004877006404,144,161,136,73,149,114,146,132,113,81,27,20,7.062,7.417,6.115,3.320,6.027,4.623,6.286,6.061,4.689,3.574,1.254,0.999
4930511M06Rik,0,1.0968374718814,0.0155878455256747,-3.51513431162741,0.00141994318133568,0,0,0,0,0,0,2,1,9,13,21,19,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.046,0.373,0.574,0.975,0.949
Birc3,0,-1.03868921636573,0.0156801592401707,6.98593763573301,0.00143160522933825,5345,4616,3243,3077,3025,2283,2544,2417,3794,3234,1810,1162,262.111,212.639,145.808,139.938,122.352,92.589,109.525,110.984,157.422,142.685,84.071,58.055
Fat4,0,1.12930634817734,0.0157043289088552,3.84401344088168,0.00143470505466306,103,207,107,112,49,28,729,1074,1057,1042,2010,1898,5.051,9.536,4.811,5.094,1.982,1.136,31.385,49.316,43.858,45.973,93.361,94.827
A730056A06Rik,0,2.91709498266828,0.0157506345186849,-3.18043903406425,0.00144299201411109,1,1,6,3,2,0,0,0,3,2,15,23,0.049,0.046,0.270,0.136,0.081,0.000,0.000,0.000,0.124,0.088,0.697,1.149
Polr1a,0,-1.09237145219978,0.0157792869438568,5.3786198382499,0.00144790235709999,1281,1182,1319,1001,591,699,1613,1107,1423,937,471,453,62.818,54.450,59.303,45.524,23.904,28.349,69.443,50.831,59.044,41.341,21.877,22.633
Crebl2,0,1.05477316232198,0.0158442087738284,2.68933165666936,0.00145972621397646,409,390,95,126,107,89,143,127,83,105,160,169,20.057,17.966,4.271,5.730,4.328,3.609,6.156,5.832,3.444,4.633,7.432,8.444
Pdp2,0,1.61774787335132,0.0158442087738284,1.92930885014459,0.00145916057076544,92,82,28,14,158,162,204,110,74,45,148,158,4.512,3.777,1.259,0.637,6.391,6.570,8.783,5.051,3.070,1.985,6.874,7.894
Kcnj14,0,-1.48594599756377,0.0158885132847117,0.00576525533813953,0.00146684351701368,37,50,16,14,2,2,87,104,64,40,19,12,1.814,2.303,0.719,0.637,0.081,0.081,3.746,4.775,2.656,1.765,0.883,0.600
Fam71a,0,1.67058791690628,0.0159029539974028,1.67242363758546,0.00146929926045977,156,179,34,38,17,25,170,104,47,59,115,178,7.650,8.246,1.529,1.728,0.688,1.014,7.319,4.775,1.950,2.603,5.342,8.893
Nectin4,0,-3.02056093845933,0.0159030438234265,2.63107154590719,0.00147068881502497,2447,2425,851,897,264,204,78,64,58,32,8,2,119.997,111.709,38.262,40.795,10.678,8.273,3.358,2.939,2.407,1.412,0.372,0.100
Spsb2,0,1.14873824324398,0.0159527875925864,2.40052433961033,0.00147912081876882,172,263,148,171,88,91,101,83,74,68,129,140,8.435,12.115,6.654,7.777,3.559,3.691,4.348,3.811,3.070,3.000,5.992,6.995
Trim21,0,1.01032376566588,0.0160931995040605,3.49351494272808,0.0014974650079344,245,307,492,305,149,133,266,210,237,175,354,348,12.014,14.142,22.121,13.871,6.027,5.394,11.452,9.643,9.834,7.721,16.443,17.387
Zfp354a,0,1.18118833031612,0.0161157715601123,0.899676534591094,0.00150016196501284,57,68,66,63,18,24,49,43,34,19,44,57,2.795,3.132,2.967,2.865,0.728,0.973,2.110,1.974,1.411,0.838,2.044,2.848
Cenpa,0,-2.22027879943633,0.0161630146251372,2.5741184246857,0.00150819691748622,208,294,214,133,241,154,162,186,164,131,25,28,10.200,13.543,9.622,6.049,9.748,6.246,6.974,8.541,6.805,5.780,1.161,1.399
Lig1,0,-1.23544559802812,0.0161630146251372,4.91657889675852,0.00150777493522068,1673,1530,1016,604,810,828,1060,869,565,470,179,194,82.042,70.480,45.680,27.469,32.762,33.580,45.635,39.903,23.443,20.736,8.314,9.693
Adipoq,0,2.18355826839832,0.0162583875749989,-3.64272626593372,0.00152205168013942,1,0,1,1,0,0,3,3,2,1,7,7,0.049,0.000,0.045,0.045,0.000,0.000,0.129,0.138,0.083,0.044,0.325,0.350
Efhd2,0,-1.30205071810292,0.0163496222153607,8.37529298906846,0.00153456294460375,15864,16978,15728,15375,2776,1942,6567,9369,10009,10470,4351,2864,777.948,782.103,707.143,699.237,112.280,78.760,282.724,430.207,415.298,461.938,202.096,143.090
Lcn8,0,-1.95921055988243,0.0164671770241132,-4.34357954349838,0.00154862594185339,0,0,12,12,0,0,0,0,1,3,0,0,0.000,0.000,0.540,0.546,0.000,0.000,0.000,0.000,0.041,0.132,0.000,0.000
Epha5,0,2.18639451016451,0.0165985616501631,-5.02592760233159,0.00156769961205227,0,0,0,0,0,0,1,0,0,0,2,1,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.093,0.050
Grm4,0,-2.15436297526273,0.0167329366867107,-4.3041127608506,0.00158285368194316,0,0,1,0,0,0,0,0,13,7,2,1,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.539,0.309,0.093,0.050
Dennd2c,0,-1.01919989443512,0.01677412358766,4.09494645376742,0.0015873703610392,518,618,74,103,67,76,736,980,1615,1517,797,540,25.402,28.469,3.327,4.684,2.710,3.082,31.686,45.000,67.010,66.930,37.019,26.979
Cenpm,0,-2.59684191856066,0.0168545990394361,1.41868357382068,0.00159684287599058,128,117,102,56,129,82,106,83,74,47,7,9,6.277,5.390,4.586,2.547,5.218,3.326,4.564,3.811,3.070,2.074,0.325,0.450
Col4a4,0,-1.50769585548019,0.0169680621653583,-0.304088146867869,0.001614460015439,5,10,1,4,1,3,35,36,234,312,95,67,0.245,0.461,0.045,0.182,0.040,0.122,1.507,1.653,9.709,13.765,4.413,3.347
Atp6v1b1,0,-5.3043540510397,0.0169680621653583,2.37034769185351,0.00161396835858333,6357,9900,697,550,49,53,229,327,50,31,0,1,311.738,456.050,31.338,25.013,1.982,2.149,9.859,15.015,2.075,1.368,0.000,0.050
B3gnt6,0,1.6268810253738,0.0169680621653583,-2.31887018953784,0.00161326082850557,3,3,4,7,2,1,4,5,4,3,9,11,0.147,0.138,0.180,0.318,0.081,0.041,0.172,0.230,0.166,0.132,0.418,0.550
C4a,0,-1.00634748283215,0.0170233357847773,1.68148904787149,0.00162285084139806,87,89,46,58,32,45,168,144,104,111,40,51,4.266,4.100,2.068,2.638,1.294,1.825,7.233,6.612,4.315,4.897,1.858,2.548
Kcns1,0,-2.52362361794896,0.0170302284497255,-0.498154762937073,0.00162619206026639,48,41,92,56,13,19,25,15,13,7,1,1,2.354,1.889,4.136,2.547,0.526,0.771,1.076,0.689,0.539,0.309,0.046,0.050
Cd74,0,-2.94110673955294,0.0170325850536568,3.34712789313571,0.00162922522522361,181,151,358,240,112,35,730,380,1155,671,159,59,8.876,6.956,16.096,10.915,4.530,1.419,31.428,17.449,47.924,29.605,7.385,2.948
Nnat,0,-1.08596076733182,0.0170515155405595,4.53461222861131,0.00163306578432158,218,272,312,345,292,250,604,958,1926,1521,725,650,10.690,12.530,14.028,15.690,11.810,10.139,26.004,43.990,79.914,67.107,33.675,32.475
Plac9a,0,1.7892995538816,0.0170550046992535,-0.441571349138987,0.00163505519366757,14,25,1,2,3,1,35,62,34,49,138,104,0.687,1.152,0.045,0.091,0.121,0.041,1.507,2.847,1.411,2.162,6.410,5.196
Ogn,0,1.29665619443105,0.0171243007299976,1.43087436205981,0.00164473651105278,31,52,7,6,16,14,284,187,155,146,404,244,1.520,2.395,0.315,0.273,0.647,0.568,12.227,8.587,6.431,6.442,18.765,12.191
Pmp2,0,-3.02485510556952,0.0172551861598441,-4.24966513881024,0.00166399951892827,0,1,0,0,0,1,2,3,6,3,0,0,0.000,0.046,0.000,0.000,0.000,0.041,0.086,0.138,0.249,0.132,0.000,0.000
Inka2,0,1.32036010991149,0.0172661300428138,0.746043739157984,0.00166684660867404,42,43,9,2,13,20,106,64,67,67,154,132,2.060,1.981,0.405,0.091,0.526,0.811,4.564,2.939,2.780,2.956,7.153,6.595
Lrrc4,0,-1.78795291096618,0.0172661300428138,-0.127682318834031,0.00166696071350467,4,9,1,5,0,1,180,276,301,273,82,60,0.196,0.415,0.045,0.227,0.000,0.041,7.749,12.673,12.489,12.045,3.809,2.998
Arhgdib,0,-1.16742338250851,0.0172698911734185,2.43172622541143,0.00166923007147321,38,57,99,80,75,46,160,212,516,341,175,145,1.863,2.626,4.451,3.638,3.034,1.866,6.888,9.735,21.410,15.045,8.128,7.244
